,cleanName,NAME,Type,valid,parkDistrict_x,parkDistrict_y,geometry
1360,john adams  playground,john adams playground,pgs,av,,Q-10,POINT (-73.8355 40.67729999999985)
1361,recreation center - kingsbridge heights,kingsbridge heights community center,recr,v,,X-08,POINT (-73.90071499999999 40.87757899999984)
1362,downing playground,downing street playground,pgs,av,,M-02,POINT (-74.0027 40.72979999999985)
1363,playground eighty nine lxxxix,playground eighty nine lxxxix,park_direct,av,,M-07,POINT (-73.971891116454 40.78864452029142)
1364,french charley's playground,french charley playground,pgs,av,,X-14,POINT (-73.8763 40.86989999999985)
1365,fresh kills park,freshkills park,other,av,,R-02,POINT (-74.17761542544712 40.5840350698195)
1366,martin luther playground,martin luther playground,park_direct,av,,B-07,POINT (-74.01974628479714 40.64578503490526)
1367,father macris park,father macris park,park_direct,av,,R-02,POINT (-74.16163406340291 40.61662428164668)
1368,mount hope garden,mount hope garden,park_direct,av,,X-05,POINT (-73.90535931314749 40.85255831003771)
1369,jackie robinson playground,jackie robinson playground,park_direct,av,,B-09,POINT (-73.95923738599163 40.66579035139595)
1370,floyd patterson field,floyd patterson ballfields,other,av,,B-16,POINT (-73.90408700884632 40.66087567568703)
1371,paul w kolbert park and rachel haber cohen playground,paul w kolbert playground,pgs,v,,B-14,POINT (-73.958 40.62029999999983)
1372,kissena velodrome - cycling track,kissena park,other,av,,Q-07,POINT (-73.80482860298592 40.74534639485397)
1373,bill bojangle robinson playground,bill 'bojangle' robinson playground,pgs,av,,M-10,POINT (-73.93729999999999 40.82529999999984)
1374,pelham north park headquarters,pelham parkway,other,v,,X-11,POINT (-73.85270176257789 40.85752069541218)
1375,linwood playground,linwood playground,park_direct,av,,B-05,POINT (-73.88037103777816 40.66610712446182)
1376,annunciation park,annunciation park,park_direct,av,,M-09,POINT (-73.95209047402955 40.81828657439402)
1377,bulova park,bulova park,park_direct,av,,Q-03,POINT (-73.89223437798954 40.76310686306272)
1378,jacob's ladder playground,jacob's ladder playground,park_direct,av,,B-01,POINT (-73.96702779620674 40.7048688929191)
1379,atlantic playground,josephine caminiti playground,pgs,v,,Q-04,POINT (-73.8616 40.74389999999984)
1380,pontiac playground,pontiac playground,park_direct,av,,X-01,POINT (-73.90823105581643 40.81425170871553)
1381,rachel carson playground,rachel carson playground,pgs,av,,Q-07,POINT (-73.8224 40.74919999999983)
1382,louis pasteur park,louis pasteur park,park_direct,av,,Q-11,POINT (-73.73535455080827 40.76203881198197)
1383,elizabeth stroud playground,elizabeth stroud playground,park_direct,av,,B-03,POINT (-73.93108986827153 40.67966221421057)
1384,stapleton playground,stapleton playground,park_direct,av,,R-01,POINT (-74.07965083930117 40.62324745034984)
1385,rev j polite playground and stebbins playground,stebbins playground,park_direct,v,,X-02,POINT (-73.89851728759035 40.82276733131351)
1386,carter g woodson childrens park,carter g. woodson children's park,other,av,,B-16,POINT (-73.9058318627327 40.66845426554622)
1387,strong street playground,strong street playground,pgs,av,,X-08,POINT (-73.8981 40.87139999999985)
1388,rockaway beach and boardwalk - beach 17th st playground,beach 17th street playground,pgs,v,,Q-14,POINT (-73.74769999999999 40.59489999999985)
1389,seaside playground - ps 225,seaside playground,pgs,v,,Q-14,POINT (-73.8309 40.58059999999983)
1390,bland playground,bland playground,park_direct,av,,Q-07,POINT (-73.83113233314943 40.75827117110882)
1391,cherry clinton playground,cherry clinton playground,park_direct,av,,M-03,POINT (-73.98628029473844 40.71131293598943)
1392,frisch field,frisch field in bronx park,pgs,v,,X-07,POINT (-73.8809 40.86839999999986)
1393,webster ave community playground,webster playground,pgs,v,,X-06,POINT (-73.8929 40.85929999999983)
1394,bill robinson,bill 'bojangle' robinson playground,pgs,v,,M-10,POINT (-73.93729999999999 40.82529999999984)
1395,beach - cedar grove,cedar grove beach,beach,av,,R-03,POINT (-74.105231 40.55815399999983)
1396,cherry tree playground,cherry tree park,other,v,,M-11,POINT (-73.9472055241675 40.78723868830546)
1397,joseph rodman drake park,joseph rodman drake park,park_direct,av,,X-02,POINT (-73.88253043593933 40.81026272609898)
1398,william e kelly memorial park,kelly park,other,v,,B-15,POINT (-73.95764201282958 40.6041785631822)
1399,william e kelly memorial park,kelly park,other,v,,B-15,POINT (-73.95648092502262 40.60438384273503)
1400,recreation center - morningside park,morningside park,other,av,,M-09,POINT (-73.9583797726447 40.80576045050179)
1401,aqueduct walk - waring playground,waring playground,pgs,v,,X-14,POINT (-73.87139999999999 40.86049999999985)
1402,the dust bowl,quaker parrot park at the dust bowl,other,av,,B-10,POINT (-74.01349518707268 40.6326806709562)
1403,webster playground,webster playground,park_direct,av,,X-06,POINT (-73.89289227502429 40.85938385979664)
1404,captain rivera playground,captain rivera playground,park_direct,av,,X-01,POINT (-73.90693259414425 40.81793426697916)
1405,central park - heckscher playground,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
1406,ravenswood  playground,ravenswood playground,pgs,av,,Q-01,POINT (-73.93519999999999 40.76289999999984)
1407,governor smith playground,governor smith playground,park_direct,av,,X-01,POINT (-73.92075735662047 40.8193455375192)
1408,buz o'rourke playground,buz o' rourke playground,pgs,av,,Q-11,POINT (-73.77119999999999 40.77099999999984)
1409,fort independence playground,fort independence playground,park_direct,av,,X-08,POINT (-73.89490716892799 40.88189123605008)
1410,public place,public place,park_direct,av,,B-05,POINT (-73.86510799801091 40.67825971806021)
1411,prospect park - south west entrance,prospect park,empiric,av,,B-19,POINT (-73.96968227860212 40.66135344094496)
1412,elijah stroud playground,elijah stroud playground,pgs,av,,B-08,POINT (-73.9619 40.67499999999985)
1413,collyer brothers park,collyer brothers park,park_direct,av,,M-10,POINT (-73.94106008858186 40.80854341248499)
1414,macdonald park,macdonald park,park_direct,av,,Q-06,POINT (-73.84680327286067 40.72223725174893)
1415,tot lot one hundred and twelve,tot lot one hundred and twelve,pgs,v,,M-14,POINT (-73.9679 40.80649999999984)
1416,mercer st. playground,mercer playground,pgs,av,,M-02,POINT (-73.99630000000001 40.72759999999985)
1417,west 186th st basketball court,west 186th street basketball court,other,av,,M-12,POINT (-73.93092796489799 40.8518792164893)
1418,marc and jason's playground,marc and jason's playground,park_direct,av,,B-09,POINT (-73.94952552489076 40.66351985171465)
1419,jefferson market garden,jefferson market garden,park_direct,av,,M-02,POINT (-73.99951401345203 40.73444253471059)
1420,delphin greene playground - ps 176,delphin greene playground,pgs,av,,Q-13,POINT (-73.7291 40.68489999999984)
1421,kennedy playground,kennedy playground,park_direct,av,,Q-11,POINT (-73.77933493403241 40.77171252712665)
1422,chester playground,chester playground,park_direct,av,,B-16,POINT (-73.91184848429847 40.66869400265831)
1423,davidson ave community playground,davidson playground,pgs,v,,X-05,POINT (-73.90770000000001 40.85509999999984)
1424,toad hall playground,toad hall playground,park_direct,av,,R-02,POINT (-74.11957806856694 40.60869014486844)
1425,lopez playground,lopez playground,park_direct,av,,R-01,POINT (-74.08505419512534 40.61148666900023)
1426,city island wetlands,city island wetlands,park_direct,av,,X-10,POINT (-73.79181902427406 40.8478737075196)
1427,pool - sheltering arms park,sheltering arms pool,pool,av,,M-09,POINT (-73.95569999999999 40.81479999999983)
1428,joyce kilmer park,joyce kilmer park,park_direct,av,,X-04,POINT (-73.92266031459091 40.82852586736746)
1429,starlight park - jennie jerome playground,jerome playground,pgs,av,,B-05,POINT (-73.87949999999999 40.65899999999984)
1430,golf course - pelham and split rock,pelham bay golf course,golf,v,,X-15,POINT (-73.809133 40.87509799999986)
1431,hot spot tot lot,hot spot tot lot,park_direct,av,,B-14,POINT (-73.95671567637946 40.63104228225259)
1432,park at richmond parkway,richmond parkway,other,v,,R-03,POINT (-74.15106111761847 40.57001716024297)
1433,golf course - flushing meadows corona park pitch and putt,flushing meadows corona park,empiric,av,,Q-15,POINT (-73.84178561075053 40.74327909895254)
1434,wayanda park - ps 34,p.s. 34,school,v,,B-01,POINT (-73.94973882310001 40.72635132189985)
1435,riverbend playground,riverbend playground,park_direct,av,,X-07,POINT (-73.90577955464994 40.87206624938819)
1436,cunningham park - upper playground,upper playground,pgs,av,,Q-08,POINT (-73.7752 40.72639999999985)
1437,mccarren park - vincent v abate playground,vincent v abate playground,pgs,av,,B-01,POINT (-73.94980000000001 40.72129999999983)
1438,central park - reservoir northeast,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
1439,poseidon playground,poseidon playground,park_direct,av,,B-13,POINT (-73.99208307156667 40.57245002761603)
1440,pool - macarthur,macarthur park,other,v,,M-06,POINT (-73.96514740432791 40.75220391650516)
1441,rivington st playground,rivington st playground,pgs,av,,M-03,POINT (-73.99169999999999 40.72139999999984)
1442,garden of happiness,garden of happiness,park_direct,av,,X-06,POINT (-73.8849849009333 40.84853688058195)
1443,nathan weidenbaum - little bush park,nathan weidenbaum park,other,v,,Q-02,POINT (-73.90224439469462 40.738160292776)
1444,seaside playground - ps 225,seaside playground,pgs,v,,Q-14,POINT (-73.8309 40.58059999999983)
1445,mcguire fields,mcguire fields,park_direct,av,,B-18,POINT (-73.89938646079909 40.61364764926554)
1446,galileo park,galileo playground,other,v,,X-05,POINT (-73.91568879183298 40.84860443672765)
1447,pelham bay park - memorial grove,pelham bay park,empiric,av,,X-11,POINT (-73.80420185645582 40.8681072084011)
1448,st mary's playground west,st mary's playground west,pgs,av,,X-01,POINT (-73.9128 40.81299999999986)
1449,sobel court park,sobel court park,park_direct,av,,R-01,POINT (-74.08378616171504 40.61497081964336)
1450,recreation center - faber park,faber pool and park,other,v,,R-01,POINT (-74.13572056897077 40.64100196058499)
1451,phil scooter rizzuto park,"phil ""scooter"" rizzuto park",other,av,,Q-09,POINT (-73.82158665782951 40.69479295098764)
1452,harry maze playground,harry maze playground,park_direct,av,,B-17,POINT (-73.92317587816284 40.64341784082627)
1453,harry maze memorial park,harry maze playground,other,v,,B-17,POINT (-73.92317587816284 40.64341784082627)
1454,capt rivera playground,captain rivera playground,pgs,av,,X-01,POINT (-73.90689999999999 40.81789999999985)
1455,hines park,hines park,park_direct,av,,X-03,POINT (-73.90565538429604 40.82860204650698)
1456,bailey playground,bailey playground,park_direct,av,,X-08,POINT (-73.90002670968495 40.88206247253451)
1457,bellaire playground - ps 135,bellaire playground,pgs,av,,Q-13,POINT (-73.758 40.72159999999984)
1458,givans creek woods park,givans creek woods,other,av,,X-10,POINT (-73.82984103625289 40.88007439295575)
1459,tudor park,tudor park,park_direct,av,,Q-10,POINT (-73.85212945645146 40.67262271637983)
1460,ps 1 playground,ps 1 playground,pgs,av,,B-07,POINT (-74.0121 40.64939999999983)
1461,rosewood playground,rosewood playground,pgs,av,,X-14,POINT (-73.87100000000001 40.87299999999986)
1462,central park - wollman ice skating rink,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
1463,locust manor playground  - ps 15,locust manor playground,pgs,av,,Q-12,POINT (-73.75640000000001 40.68609999999985)
1464,john allen payne park,john allen payne park,park_direct,av,,B-07,POINT (-74.02388094957325 40.63997219902504)
1465,imagine playground,imagination playground,pgs,v,,B-19,POINT (-73.96300000000001 40.65859999999982)
1466,aqueduct walk - bronx river parkway west,aqueduct walk,other,av,,X-07,POINT (-73.90216177321257 40.86512705074772)
1467,aqueduct walk - bronx river parkway west,aqueduct walk,other,av,,X-05,POINT (-73.9092042331423 40.856691867952)
1468,merriam playground - lower,merriam playground. (lower),pgs,av,,X-04,POINT (-73.92640000000002 40.83889999999985)
1469,a chiarantano park,chiarantano playground,other,v,,B-17,POINT (-73.93337554188078 40.63692895487467)
1470,bedford playground,bedford playground,park_direct,av,,B-01,POINT (-73.96387012530802 40.70828730747333)
1471,vietnam veterans plaza,vietnam veterans plaza,park_direct,av,,M-01,POINT (-74.00989890698781 40.70261114149168)
1472,farm playground,farm playground,park_direct,av,,Q-08,POINT (-73.77734804643868 40.73573949553533)
1473,owl's head park 1,owl's head park,other,av,,B-10,POINT (-74.03225028126546 40.64014251406811)
1474,paul w kolbert park and rachel haber cohen playground,paul w kolbert playground,pgs,v,,B-14,POINT (-73.958 40.62029999999983)
1475,breukelen ballfields,breukelen ballfields,park_direct,av,,B-18,POINT (-73.89250627747265 40.65251704615383)
1476,pelham bay park - bartow-pell woods,pelham bay park,empiric,av,,X-11,POINT (-73.80420185645582 40.8681072084011)
1477,ps 45 playground,ps 45 playground,pgs,av,,R-01,POINT (-74.10760000000001 40.62789999999983)
1478,rockaway freeway and kohlridir sq,rockaway freeway,other,av,,Q-14,POINT (-73.79463593335447 40.59192051977173)
1479,pool - windmuller,windmuller pool,pool,av,,Q-02,POINT (-73.91070000000001 40.74749999999987)
1480,sheepshead bay piers,sheepshead bay piers,park_direct,av,,B-15,POINT (-73.94471526875266 40.58333920049289)
1481,audubon playground,audubon playground,park_direct,av,,M-12,POINT (-73.9381044877603 40.84151928948337)
1482,pool - thompson street,thompson street pool,pool,av,,M-02,POINT (-74.00239999999999 40.72559999999984)
1483,coney island creek park,coney island creek park,park_direct,av,,B-13,POINT (-74.00466881409382 40.58145434035996)
1484,central park - frawleys circle,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
1485,central park - pilgrim hill and conservatory water,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
1486,wallenberg forest,raoul wallenberg forest,other,av,,X-08,POINT (-73.91780967948073 40.88746464856958)
1487,bushwick playground and pool,bushwick playground,pgs,av,,B-04,POINT (-73.9122 40.69609999999984)
1488,luiz lopez playground,luis r lopez park,pgs,v,,R-01,POINT (-74.08499999999999 40.61149999999984)
1489,eleanor roosevelt playground,eleanor roosevelt playground,park_direct,av,,B-03,POINT (-73.93557673792098 40.69276681346022)
1490,van dyke playground,van dyke playground,park_direct,av,,B-16,POINT (-73.90401027039881 40.6644312020164)
1491,dematti playground,de matti playground,pgs,av,,R-01,POINT (-74.0742 40.61449999999983)
1492,alstyne playground,josephine caminiti playground,pgs,v,,Q-04,POINT (-73.8616 40.74389999999984)
1493,gun hill  playground,gun hill playground,pgs,av,,X-12,POINT (-73.8655 40.87469999999982)
1494,saint marys playground,st mary's playground,pgs,av,,B-06,POINT (-73.99720000000001 40.67639999999984)
1495,saint marys playground,st mary's playground,pgs,av,,B-06,POINT (-73.9975 40.67579999999985)
1496,tottenville shore park,tottenville shore park,park_direct,av,,R-03,POINT (-74.25356292240519 40.51092169321301)
1497,sant nicholas - olive st garden,st. nicholas - olive st. garden,other,av,,B-01,POINT (-73.93905163219517 40.71330049018407)
1498,pool - chelsea,chelsea pool,pool,av,,M-04,POINT (-74.0022 40.74829999999984)
1499,fulton park,fulton park,park_direct,av,,B-03,POINT (-73.93257679402727 40.67975823011904)
1500,dan ross playground,dan ross playground,park_direct,av,,B-10,POINT (-74.02158919036337 40.62280335605225)
1501,castlewood playground - ps 186,castlewood playground,pgs,av,,Q-13,POINT (-73.72239999999999 40.74929999999983)
1502,playground one thirty four,playground one thirty-four,pgs,av,,X-01,POINT (-73.9177 40.80349999999984)
1503,reiff playground,reiff playground,park_direct,av,,Q-05,POINT (-73.90172820169005 40.71858260147969)
1504,cedar grove playground - jhs 218,cedar grove playground,pgs,av,,Q-08,POINT (-73.8237 40.73699999999982)
1505,sunshine community garden,sunshine community garden,park_direct,av,,B-01,POINT (-73.94401098729217 40.70528936010658)
1506,central park - strawberry fields,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
1507,pelham bay park - split rock trail,pelham bay park,empiric,av,,X-11,POINT (-73.80420185645582 40.8681072084011)
1508,pinocchio playground,pinocchio playground,park_direct,av,,Q-05,POINT (-73.87529418331013 40.70552336005819)
1509,crotona park - hill and dale playground,crotona park,empiric,av,,X-03,POINT (-73.89489523245744 40.83858538262999)
1510,st mary's playground,st mary's playground,pgs,av,,B-06,POINT (-73.99720000000001 40.67639999999984)
1511,st mary's playground,st mary's playground,pgs,av,,B-06,POINT (-73.9975 40.67579999999985)
1512,corona mac park,corona mac park,park_direct,av,,Q-04,POINT (-73.85908873369483 40.74033580626595)
1513,prall playground,prall playground,park_direct,av,,R-01,POINT (-74.11813711672046 40.62860283260605)
1514,pool - st. mary's,st. mary's pool,pool,av,,X-01,POINT (-73.9141 40.81139999999985)
1515,terrapin playground - jhs 51,terrapin playground,pgs,av,,B-06,POINT (-73.9855 40.67299999999983)
1516,sandpiper playground,rockaway beach and boardwalk,other,v,,Q-14,POINT (-73.77613613679092 40.58860093321297)
1517,blood root valley - greenbelt,greenbelt native plant center,empiric,av,,R-02,POINT (-74.18155504198339 40.5960761085245)
1518,recreation center - gertrude ederle,gertrude ederle recreation center,other,av,,M-07,POINT (-73.98872926914729 40.77129359618873)
1519,westwood park,westwood park,park_direct,av,,R-02,POINT (-74.14186021631858 40.60641151196961)
1520,hattie carthan playground,hattie carthan playground,park_direct,av,,B-03,POINT (-73.94613938943351 40.68560259723949)
1521,prospect park - west parade grounds,prospect park,empiric,av,,B-19,POINT (-73.96968227860212 40.66135344094496)
1522,colgate close,colgate close,park_direct,av,,X-09,POINT (-73.88148828251038 40.82415767368865)
1523,dr ronald e mcnair playground,dr. ronald e. mcnair playground,pgs,av,,M-11,POINT (-73.93810000000001 40.80259999999983)
1524,leif ericson drive shore parkway - mcguire fields,mcguire fields,other,av,,B-18,POINT (-73.89938646079909 40.61364764926554)
1525,annadale green,annadale green,park_direct,av,,R-03,POINT (-74.17765190149134 40.5414374240624)
1526,blackrock playground,blackrock playground,pgs,av,,X-09,POINT (-73.858 40.82839999999982)
1527,cozzens woods and long pond park,long pond park,other,v,,R-03,POINT (-74.22819280775737 40.51376748022128)
1528,6th st and ave b community garden,6th st and ave b community garden,park_direct,av,,M-03,POINT (-73.98208137618045 40.72432137996692)
1529,recreation center - sorrentino,sorrentino recreation center,other,av,,Q-14,POINT (-73.75135636192755 40.60242936164325)
1530,recreation center - cunningham,cunningham park,other,v,,Q-08,POINT (-73.76880902302754 40.73378883311154)
1531,100 percent playground - ps 242,100% playground,pgs,v,,B-18,POINT (-73.89920000000001 40.64649999999983)
1532,playground a4 at bailey and 234 street,bailey playground,pgs,v,,X-08,POINT (-73.9004 40.88159999999985)
1533,davis playground,davis playground,park_direct,av,,R-01,POINT (-74.08560985681625 40.64228602183937)
1534,dunbar playground,dunbar playground,park_direct,av,,X-03,POINT (-73.90644375102616 40.82301077733626)
1535,convent gardens,convent garden,other,av,,M-09,POINT (-73.94267774235857 40.82833894427139)
1536,fishbridge garden,fishbridge garden,park_direct,av,,M-01,POINT (-74.00137700438584 40.70907027419129)
1537,alexander alley,alexander's alley,other,av,,X-01,POINT (-73.92322701545329 40.81150799873609)
1538,classon neighborhood playground,classon playground,pgs,v,,B-02,POINT (-73.9606 40.68939999999984)
1539,pelham bay park - rodmans neck west,pelham bay park,empiric,av,,X-11,POINT (-73.80420185645582 40.8681072084011)
1540,rochdale park playground  at jhs 72,north rochdale playground,pgs,v,,Q-12,POINT (-73.7749 40.67999999999984)
1541,fidler - wyckoff house park,fidler-wyckoff house park,other,av,,B-17,POINT (-73.92063986073012 40.64454561380344)
1542,kosciusko pool,kosciuszko pool,pool,av,,B-03,POINT (-73.9496 40.69119999999984)
1543,spuyten duyvil shorefront park and half moon overlook,spuyten duyvil shorefront park,other,av,,X-08,POINT (-73.92079906486403 40.87847521083059)
1544,van cortlandt park - ice skating rink,van cortlandt park,empiric,av,,X-13,POINT (-73.88666707241306 40.89710151291683)
1545,de matti playground,de matti playground,park_direct,av,,R-01,POINT (-74.0741848059526 40.61453272257364)
1546,central park - nutters battery and fort clinton site,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
1547,lewis simeon park,simeone park,other,v,,Q-04,POINT (-73.85992361399055 40.74097953142516)
1548,crotona park - tremont park,crotona park,empiric,av,,X-03,POINT (-73.89489523245744 40.83858538262999)
1549,la tourette park and golf course,la tourette golf course,golf,av,,R-02,POINT (-74.146957 40.57639499999983)
1550,public theatre,the public theater,other,av,,M-02,POINT (-73.99175466765108 40.72896270587216)
1551,murphys brothers playground,murphy's brother's playground,other,v,,M-06,POINT (-73.97339716278047 40.73024321965423)
1552,deer park,deere park,other,av,,R-02,POINT (-74.1093036367038 40.60604441991462)
1553,recreation center - garnetville jennifer's playground,jennifer's playground,pgs,v,,R-01,POINT (-74.1631 40.62009999999983)
1554,la guardia playground,la guardia playground,park_direct,av,,B-01,POINT (-73.95917250224491 40.7099150046354)
1555,la guardia playground,la guardia playground,park_direct,av,,B-01,POINT (-73.95974822560447 40.71045464972583)
1556,sidney hillman playground,sidney hillman playground,park_direct,av,,M-03,POINT (-73.9796574307272 40.71521834556987)
1557,queens farm museum,queens farm park,other,v,,Q-13,POINT (-73.72249387073187 40.74778053644894)
1558,brooklyn bears carlton avenue garden,brooklyn bears carlton ave garden,other,av,,B-02,POINT (-73.97106410141234 40.68570818416671)
1559,admiral triangle,admiral triangle,park_direct,av,,B-06,POINT (-74.0010798889774 40.67692779210882)
1560,nautilus playground - queens,nautilus playground,pgs,av,,B-13,POINT (-73.99630000000001 40.57169999999985)
1561,nautilus playground - queens,nautilus playground,pgs,av,,Q-12,POINT (-73.77079999999999 40.68499999999982)
1562,recreation area - first park,first park,other,av,,M-03,POINT (-73.98963948015347 40.72351779105156)
1563,recreation center - passerelle building,passerelle building,recr,v,,Q-15,POINT (-73.84484689999999 40.74280539999982)
1564,pulaski park,pulaski park,park_direct,av,,X-01,POINT (-73.92456568955677 40.80524231166176)
1565,playground ninety - ps 148,playground ninety xc,pgs,v,,Q-03,POINT (-73.87860000000001 40.75729999999984)
1566,recreation center - mccarren park,mccarren park,other,av,,B-01,POINT (-73.95182378580429 40.72087703051036)
1567,gouverneur playground,gouverneur playground,park_direct,av,,X-03,POINT (-73.90343278741258 40.83572126363136)
1568,belmont playground - brooklyn,belmont playground,pgs,av,,B-05,POINT (-73.8629 40.67569999999983)
1569,belmont playground - brooklyn,belmont playground,pgs,av,,X-06,POINT (-73.88760000000001 40.85029999999983)
1570,floyd patterson field,floyd patterson ballfields,other,av,,B-16,POINT (-73.90408700884632 40.66087567568703)
1571,faber park,faber pool and park,other,v,,R-01,POINT (-74.13572056897077 40.64100196058499)
1572,henry hudson park,henry hudson park,park_direct,av,,X-08,POINT (-73.91996278052697 40.88132945343111)
1573,duke park,duke park,park_direct,av,,B-05,POINT (-73.89324764153113 40.66682140559396)
1574,harvard playground,harvard playground,park_direct,av,,Q-12,POINT (-73.78156019295972 40.70911999630098)
1575,central park - the ramble,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
1576,the dust bowl,quaker parrot park at the dust bowl,other,av,,B-10,POINT (-74.01349518707268 40.6326806709562)
1577,bridge park 2,bridge park,other,av,,B-02,POINT (-73.98589888944289 40.70103768291663)
1578,bridge park 2,bridge park,other,av,,X-05,POINT (-73.92706433216929 40.84631256450337)
1579,pink playground,pink playground,park_direct,av,,B-05,POINT (-73.86266766628988 40.6665456911629)
1580,tenney park,tenney park,pgs,v,,Q-13,POINT (-73.71559999999999 40.74949999999983)
1581,crotona park - crotona playground,crotona park,empiric,av,,X-03,POINT (-73.89489523245744 40.83858538262999)
1582,francis lewis playground - ps 130,francis lewis playground,pgs,av,,Q-07,POINT (-73.8257 40.79619999999985)
1583,francis lewis playground - ps 130,francis lewis playground,pgs,av,,Q-11,POINT (-73.7841 40.76049999999986)
1584,ditmars park,ditmars park,park_direct,av,,Q-01,POINT (-73.90715630036554 40.77160657125481)
1585,ps 4 paradise garden,p.s. 4,school,v,,R-03,POINT (-74.1948877582 40.55226569779985)
1586,charlie's place,charlie's place,park_direct,av,,B-03,POINT (-73.94597767620634 40.69914018395004)
1587,peters field,peters field,park_direct,av,,Q-12,POINT (-73.77483943248954 40.70601480524825)
1588,heckscher playground,heckscher playground,park_direct,av,,B-04,POINT (-73.91826823368271 40.69511490623049)
1589,dream street park,dream street park,park_direct,av,,M-11,POINT (-73.93503673693957 40.80273639681031)
1590,pool - mccarren park,mccarren pool,pool,v,,B-01,POINT (-73.9495 40.72009999999984)
1591,kossuth playground,kossuth playground,pgs,av,,X-07,POINT (-73.8826 40.87779999999984)
1592,bath playground,bath playground,park_direct,av,,B-11,POINT (-73.99313990698462 40.59497085982269)
1593,castle hill little league,castle hill little league field,other,av,,X-09,POINT (-73.84402499990101 40.83241826334034)
1594,rodney park north,rodney park north,park_direct,av,,B-01,POINT (-73.95632157863209 40.70907384374175)
1595,starlight park - havemeyer playground,havemeyer playground,pgs,v,,X-09,POINT (-73.848 40.82989999999985)
1596,rolf henry playground,rolf henry playground,park_direct,av,,B-09,POINT (-73.94750657581079 40.65579506561161)
1597,highbridge park - sunken playground,sunken playground,pgs,av,,M-12A,POINT (-73.9361 40.83769999999985)
1598,lyons playground,lyons square playground,pgs,av,,X-02,POINT (-73.88809999999999 40.82279999999986)
1599,central park - northwest corner,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
1600,pool - lindower park,lindower park pool,pool,av,,B-18,POINT (-73.9113 40.61239999999984)
1601,linden park playground,linden park,pgs,av,,B-05,POINT (-73.88760000000001 40.65829999999985)
1602,linden park playground,linden park,pgs,av,,B-05,POINT (-73.8875 40.65919999999987)
1603,linden park playground,linden park,pgs,av,,Q-04,POINT (-73.86190000000001 40.74859999999984)
1604,surf playground,surf playground,park_direct,av,,B-13,POINT (-73.99235367275976 40.57371706719889)
1605,idlewild park,idlewild park,park_direct,av,,Q-13,POINT (-73.7522896277913 40.65042801466014)
1606,haviland playground,haviland playground,park_direct,av,,X-09,POINT (-73.85861719640847 40.82904299376195)
1607,ten eyck playground,ten eyck playground,park_direct,av,,B-01,POINT (-73.93882350368207 40.70886658445241)
1608,central park - pat hoffman friedman playground,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
1609,conch playground - ps 105,conch playground,pgs,v,,Q-14,POINT (-73.7808 40.59599999999983)
1610,van cortlandt park - van cortlandt stadium,van cortlandt park,empiric,av,,X-13,POINT (-73.88666707241306 40.89710151291683)
1611,clinton cherry playground,cherry clinton playground,pgs,av,,M-03,POINT (-73.9863 40.71129999999984)
1612,fordham landing playground,fordham landing playground,park_direct,av,,X-07,POINT (-73.90977972536218 40.86440286812084)
1613,hattie carthan garden,hattie carthan playground,pgs,v,,B-03,POINT (-73.9461 40.68559999999983)
1614,st luke's park,st. luke's park,other,av,,X-01,POINT (-73.91538427617523 40.80563735129199)
1615,squibb park,squibb park,park_direct,av,,B-02,POINT (-73.99547349197424 40.70089990110374)
1616,ps 149 playground,northern playground,pgs,v,,Q-03,POINT (-73.8746 40.75609999999984)
1617,yak playground,yak playground,park_direct,av,,B-15,POINT (-73.93648023597271 40.59227932291112)
1618,playground 103,playground 103 ciii,pgs,av,,M-11,POINT (-73.9391 40.78709999999985)
1619,junction playground,junction playground,park_direct,av,,Q-03,POINT (-73.87214304296376 40.75470692688774)
1620,pomonok,pomonok playground,other,av,,Q-08,POINT (-73.81393099133739 40.73609868359416)
1621,seven gables playground - is 74,seven gables playground,pgs,av,,Q-11,POINT (-73.7664 40.74419999999985)
1622,crotona park - clinton playground,crotona park,empiric,av,,X-03,POINT (-73.89489523245744 40.83858538262999)
1623,prospect park - upper long meadow,prospect park,empiric,av,,B-19,POINT (-73.96968227860212 40.66135344094496)
1624,aqueduct walk - bronx river parkway east,aqueduct walk,other,av,,X-07,POINT (-73.90216177321257 40.86512705074772)
1625,aqueduct walk - bronx river parkway east,aqueduct walk,other,av,,X-05,POINT (-73.9092042331423 40.856691867952)
1626,coney island boat basin,coney island boat basin,park_direct,av,,B-13,POINT (-73.99138632341284 40.58270267150107)
1627,stebbins playground,stebbins playground,park_direct,av,,X-02,POINT (-73.89851728759035 40.82276733131351)
1628,ps 125 playground,ps 125 playground,pgs,av,,B-16,POINT (-73.9091 40.66509999999985)
